N_IDE;Elev_pob;Estrato;qvar;All_E;se1;se2;se3;se4;se5;se6;se7;se8;se9;se10;se11;se12;SCALE;SCAWEI;CALWEI;G_WEIG
390.640.100.104;161,629413507;2;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;193,85;1,20
390.640.100.106;161,629413507;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;128,71;0,80
390.640.100.107;161,629413507;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;161,63;139,73;0,86
390.640.100.108;161,629413507;2;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;217,00;1,34
390.640.100.109;161,629413507;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;161,63;154,68;0,96
390.640.100.110;161,629413507;2;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;217,00;1,34
390.640.100.111;161,629413507;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;128,71;0,80
390.640.100.112;161,629413507;2;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;75,66;0,47
390.640.100.116;161,629413507;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;161,63;118,00;0,73
390.640.100.117;161,629413507;2;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;157,18;0,97
390.640.100.118;161,629413507;2;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;157,18;0,97
390.640.100.120;161,629413507;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;128,71;0,80
390.640.100.123;161,629413507;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;161,63;139,73;0,86
390.640.100.130;161,629413507;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;128,71;0,80
390.640.100.135;161,629413507;2;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;217,00;1,34
390.640.100.136;161,629413507;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;128,71;0,80
390.640.100.137;161,629413507;2;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;157,18;0,97
390.640.100.138;161,629413507;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;161,63;118,00;0,73
390.640.100.152;161,629413507;2;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;161,63;240,38;1,49
390.640.100.159;161,629413507;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;161,63;139,73;0,86
390.780.100.101;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;165,72;120,98;0,73
390.780.100.102;165,721297393;2;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,72;77,57;0,47
390.780.100.105;165,721297393;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,72;131,96;0,80
390.780.100.106;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;165,72;271,89;1,64
390.780.100.107;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,72;161,15;0,97
390.780.100.110;165,721297393;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,72;131,96;0,80
390.780.100.114;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;165,72;271,89;1,64
390.780.100.120;165,721297393;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,72;131,96;0,80
390.780.100.121;165,721297393;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,72;131,96;0,80
390.780.100.123;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;165,72;271,89;1,64
390.780.100.124;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;165,72;271,89;1,64
390.780.100.125;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,72;161,15;0,97
390.780.100.130;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;165,72;105,20;0,63
390.780.100.131;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;165,72;120,98;0,73
390.780.100.134;165,721297393;2;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,72;198,76;1,20
390.780.100.136;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;165,72;271,89;1,64
390.780.100.138;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;165,72;143,26;0,86
390.780.100.151;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;165,72;158,60;0,96
390.780.100.153;165,721297393;2;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,72;198,76;1,20
390.780.100.156;165,721297393;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;165,72;105,20;0,63
390.820.100.102;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;198,46;125,98;0,63
390.820.100.104;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;198,46;266,44;1,34
390.820.100.107;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;198,46;125,98;0,63
390.820.100.110;198,456368483;2;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;198,46;92,90;0,47
390.820.100.111;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;198,46;125,98;0,63
390.820.100.112;198,456368483;2;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;198,46;238,02;1,20
390.820.100.115;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;198,46;266,44;1,34
390.820.100.118;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;198,46;144,88;0,73
390.820.100.120;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;198,46;144,88;0,73
390.820.100.125;198,456368483;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;198,46;158,03;0,80
390.820.100.131;198,456368483;2;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;198,46;295,15;1,49
390.820.100.132;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;198,46;189,93;0,96
390.820.100.133;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;198,46;192,99;0,97
390.820.100.134;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;198,46;125,98;0,63
390.820.100.138;198,456368483;2;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;198,46;238,02;1,20
390.820.100.139;198,456368483;2;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;198,46;295,15;1,49
390.820.100.140;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;198,46;266,44;1,34
390.820.100.141;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;198,46;266,44;1,34
390.820.100.143;198,456368483;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;198,46;125,98;0,63
390.820.100.145;198,456368483;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;198,46;158,03;0,80
390.980.100.105;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,24;160,69;0,97
390.980.100.107;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,24;160,69;0,97
390.980.100.110;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;165,24;104,90;0,63
390.980.100.112;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;165,24;142,85;0,86
390.980.100.113;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;165,24;120,63;0,73
390.980.100.114;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,24;221,84;1,34
390.980.100.116;165,239899289;2;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,24;245,75;1,49
390.980.100.117;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;165,24;142,85;0,86
390.980.100.118;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;165,24;120,63;0,73
390.980.100.119;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;165,24;158,14;0,96
390.980.100.130;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;165,24;271,10;1,64
390.980.100.131;165,239899289;2;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,24;77,35;0,47
390.980.100.133;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,24;221,84;1,34
390.980.100.134;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;165,24;158,14;0,96
390.980.100.135;165,239899289;2;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,24;198,18;1,20
390.980.100.136;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,24;160,69;0,97
390.980.100.137;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,24;160,69;0,97
390.980.100.139;165,239899289;2;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;165,24;142,85;0,86
390.980.100.140;165,239899289;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,24;131,58;0,80
390.980.100.147;165,239899289;2;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;165,24;131,58;0,80
390.020.100.105;278,062442666;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;343,31;1,23
390.020.100.106;278,062442666;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;278,06;282,15;1,01
390.020.100.108;278,062442666;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;143,09;0,51
390.020.100.111;278,062442666;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;278,06;187,00;0,67
390.020.100.113;278,062442666;3;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;227,92;0,82
390.020.100.115;278,062442666;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;278,06;344,36;1,24
390.020.100.117;278,062442666;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;343,31;1,23
390.020.100.118;278,062442666;3;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;292,31;1,05
390.020.100.119;278,062442666;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;278,06;282,15;1,01
390.020.100.120;278,062442666;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;343,31;1,23
390.020.100.121;278,062442666;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;343,31;1,23
390.020.100.122;278,062442666;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;278,06;282,15;1,01
390.020.100.124;278,062442666;3;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;227,92;0,82
390.020.100.126;278,062442666;3;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;227,92;0,82
390.020.100.128;278,062442666;3;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;294,77;1,06
390.020.100.129;278,062442666;3;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;90,28;0,32
390.020.100.134;278,062442666;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;278,06;344,36;1,24
390.020.100.135;278,062442666;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;278,06;282,15;1,01
390.020.100.138;278,062442666;3;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;227,92;0,82
390.020.100.140;278,062442666;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;278,06;343,31;1,23
390.110.100.105;264,439786974;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;326,49;1,23
390.110.100.107;264,439786974;3;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;277,99;1,05
390.110.100.109;264,439786974;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;264,44;373,59;1,41
390.110.100.110;264,439786974;3;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;280,33;1,06
390.110.100.111;264,439786974;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;326,49;1,23
390.110.100.117;264,439786974;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;326,49;1,23
390.110.100.118;264,439786974;3;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;280,33;1,06
390.110.100.119;264,439786974;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;264,44;317,93;1,20
390.110.100.120;264,439786974;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;264,44;373,59;1,41
390.110.100.124;264,439786974;3;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;216,75;0,82
390.110.100.125;264,439786974;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;326,49;1,23
390.110.100.126;264,439786974;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;264,44;268,33;1,01
390.110.100.129;264,439786974;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;326,49;1,23
390.110.100.130;264,439786974;3;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;216,75;0,82
390.110.100.131;264,439786974;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;264,44;177,84;0,67
390.110.100.135;264,439786974;3;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;385,12;1,46
390.110.100.137;264,439786974;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;264,44;327,49;1,24
390.110.100.138;264,439786974;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;136,08;0,51
390.110.100.139;264,439786974;3;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;264,44;385,12;1,46
390.110.100.154;264,439786974;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;264,44;317,93;1,20
390.370.100.103;229,020882173;3;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;229,02;187,72;0,82
390.370.100.105;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;229,02;242,78;1,06
390.370.100.106;229,020882173;3;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;229,02;187,72;0,82
390.370.100.108;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;229,02;283,62;1,24
390.370.100.111;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;229,02;275,35;1,20
390.370.100.114;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;229,02;154,02;0,67
390.370.100.118;229,020882173;3;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;229,02;333,54;1,46
390.370.100.125;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;229,02;154,02;0,67
390.370.100.126;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;229,02;154,02;0,67
390.370.100.129;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;229,02;240,75;1,05
390.370.100.131;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;229,02;283,62;1,24
390.370.100.132;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;229,02;283,62;1,24
390.370.100.134;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;229,02;275,35;1,20
390.370.100.135;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;229,02;232,39;1,01
390.370.100.136;229,020882173;3;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;229,02;74,36;0,32
390.370.100.137;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;229,02;283,62;1,24
390.370.100.138;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;229,02;275,35;1,20
390.370.100.139;229,020882173;3;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;229,02;74,36;0,32
390.370.100.140;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;229,02;275,35;1,20
390.370.100.141;229,020882173;3;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;229,02;240,75;1,05
390.410.100.107;295,565235584;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;295,57;366,03;1,24
390.410.100.108;295,565235584;3;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;95,96;0,32
390.410.100.109;295,565235584;3;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;313,32;1,06
390.410.100.110;295,565235584;3;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;313,32;1,06
390.410.100.112;295,565235584;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;364,92;1,23
390.410.100.116;295,565235584;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;295,57;198,77;0,67
390.410.100.119;295,565235584;3;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;95,96;0,32
390.410.100.123;295,565235584;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;364,92;1,23
390.410.100.124;295,565235584;3;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;364,92;1,23
390.410.100.125;295,565235584;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;295,57;366,03;1,24
390.410.100.127;295,565235584;3;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;242,27;0,82
390.410.100.129;295,565235584;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;152,10;0,51
390.410.100.130;295,565235584;3;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;242,27;0,82
390.410.100.131;295,565235584;3;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;313,32;1,06
390.410.100.132;295,565235584;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;295,57;366,03;1,24
390.410.100.134;295,565235584;3;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;313,32;1,06
390.410.100.135;295,565235584;3;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;310,71;1,05
390.410.100.136;295,565235584;3;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;310,71;1,05
390.410.100.151;295,565235584;3;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,57;242,27;0,82
390.440.100.203;230,463281011;3;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;230,46;154,99;0,67
390.440.100.204;230,463281011;3;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;230,46;244,31;1,06
